{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 130.3086, 'M_BLOCKING=16_best': 130.3086, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 122.7823, 'M_BLOCKING=1_best': 122.7823, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 128.4255, 'M_BLOCKING=2_best': 128.4255, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 129.80990000000003, 'M_BLOCKING=31_best': 129.80990000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 129.1664, 'M_BLOCKING=4_best': 129.1664, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 129.2294, 'M_BLOCKING=8_best': 129.2294, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 98, 'a_nonzero': 616, 'a_rows': 49, 'a_size': 4802, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1282798833819242, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.886799999999999, 'xsmm_reference_best': 6.886799999999999, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 129.7726, 'M_BLOCKING=16_best': 129.7726, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 128.1006, 'M_BLOCKING=1_best': 128.1006, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 128.4822, 'M_BLOCKING=2_best': 128.4822, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 130.2947, 'M_BLOCKING=31_best': 130.2947, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 129.9367, 'M_BLOCKING=4_best': 129.9367, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 129.5046, 'M_BLOCKING=8_best': 129.5046, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 49, 'a_nonzero': 616, 'a_rows': 98, 'a_size': 4802, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1282798833819242, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.0527, 'xsmm_reference_best': 6.0527, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 41.2545, 'M_BLOCKING=16_best': 41.2545, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 40.9431, 'M_BLOCKING=1_best': 40.9431, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.074799999999996, 'M_BLOCKING=2_best': 41.074799999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 41.5735, 'M_BLOCKING=31_best': 41.5735, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 41.0792, 'M_BLOCKING=4_best': 41.0792, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 41.3794, 'M_BLOCKING=8_best': 41.3794, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 49, 'a_nonzero': 196, 'a_rows': 28, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.6338, 'xsmm_reference_best': 3.6338, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 41.3579, 'M_BLOCKING=16_best': 41.3579, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 41.0201, 'M_BLOCKING=1_best': 41.0201, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.1288, 'M_BLOCKING=2_best': 41.1288, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 41.922900000000006, 'M_BLOCKING=31_best': 41.922900000000006, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 41.2496, 'M_BLOCKING=4_best': 41.2496, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 41.2572, 'M_BLOCKING=8_best': 41.2572, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.1372, 'xsmm_reference_best': 2.1372, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 41.5614, 'M_BLOCKING=16_best': 41.5614, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 40.9876, 'M_BLOCKING=1_best': 40.9876, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.15990000000001, 'M_BLOCKING=2_best': 41.15990000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 42.2855, 'M_BLOCKING=31_best': 42.2855, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 41.5165, 'M_BLOCKING=4_best': 41.5165, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 41.384100000000004, 'M_BLOCKING=8_best': 41.384100000000004, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.9890999999999996, 'xsmm_reference_best': 3.9890999999999996, 'xsmm_reference_cpu_freq': 2.999856, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 141.7673, 'M_BLOCKING=16_best': 141.7673, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 132.5567, 'M_BLOCKING=1_best': 132.5567, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 139.6583, 'M_BLOCKING=2_best': 139.6583, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 141.4948, 'M_BLOCKING=31_best': 141.4948, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 140.9433, 'M_BLOCKING=4_best': 140.9433, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 140.8571, 'M_BLOCKING=8_best': 140.8571, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 98, 'a_nonzero': 672, 'a_rows': 49, 'a_size': 4802, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.13994169096209913, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 7.1194999999999995, 'xsmm_reference_best': 7.1194999999999995, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 141.5606, 'M_BLOCKING=16_best': 141.5606, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 139.64839999999998, 'M_BLOCKING=1_best': 139.64839999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 140.4821, 'M_BLOCKING=2_best': 140.4821, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 143.909, 'M_BLOCKING=31_best': 143.909, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 141.2699, 'M_BLOCKING=4_best': 141.2699, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 141.212, 'M_BLOCKING=8_best': 141.212, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 49, 'a_nonzero': 672, 'a_rows': 98, 'a_size': 4802, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.13994169096209913, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 5.3322, 'xsmm_reference_best': 5.3322, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.8542, 'M_BLOCKING=16_best': 9.8542, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.019399999999996, 'M_BLOCKING=1_best': 9.019399999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.1634, 'M_BLOCKING=2_best': 9.1634, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.0319, 'M_BLOCKING=31_best': 10.0319, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.9055, 'M_BLOCKING=4_best': 9.9055, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.8828, 'M_BLOCKING=8_best': 9.8828, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 48, 'a_rows': 12, 'a_size': 48, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p1/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.4822, 'xsmm_reference_best': 0.4822, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.071200000000001, 'M_BLOCKING=16_best': 9.071200000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.9047, 'M_BLOCKING=1_best': 8.9047, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.8705, 'M_BLOCKING=2_best': 8.8705, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.0185, 'M_BLOCKING=31_best': 9.0185, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 8.957600000000003, 'M_BLOCKING=4_best': 8.957600000000003, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.0218, 'M_BLOCKING=8_best': 9.0218, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 48, 'a_rows': 4, 'a_size': 48, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p1/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.2495, 'xsmm_reference_best': 0.2495, 'xsmm_reference_cpu_freq': 2.999869, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 14.991499999999998, 'M_BLOCKING=16_best': 14.991499999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.0715, 'M_BLOCKING=1_best': 14.0715, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 14.8738, 'M_BLOCKING=2_best': 14.8738, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 14.9409, 'M_BLOCKING=31_best': 14.9409, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 14.9244, 'M_BLOCKING=4_best': 14.9244, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 14.7195, 'M_BLOCKING=8_best': 14.7195, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 144, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p1/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5559000000000001, 'xsmm_reference_best': 0.5559000000000001, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 4.480700000000001, 'M_BLOCKING=16_best': 4.480700000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.4582, 'M_BLOCKING=1_best': 4.4582, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.463900000000001, 'M_BLOCKING=2_best': 4.463900000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.4696, 'M_BLOCKING=31_best': 4.4696, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.4674, 'M_BLOCKING=4_best': 4.4674, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.4719, 'M_BLOCKING=8_best': 4.4719, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 24, 'a_rows': 4, 'a_size': 48, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p1/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.2245, 'xsmm_reference_best': 0.2245, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 4.4921, 'M_BLOCKING=16_best': 4.4921, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.4594000000000005, 'M_BLOCKING=1_best': 4.4594000000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.6707, 'M_BLOCKING=2_best': 4.6707, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.4899000000000004, 'M_BLOCKING=31_best': 4.4899000000000004, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.4691, 'M_BLOCKING=4_best': 4.4691, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.5107, 'M_BLOCKING=8_best': 4.5107, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 24, 'a_rows': 12, 'a_size': 48, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p1/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.2764, 'xsmm_reference_best': 0.2764, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 50.4927, 'M_BLOCKING=16_best': 50.4927, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 48.4341, 'M_BLOCKING=1_best': 48.4341, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 50.1243, 'M_BLOCKING=2_best': 50.1243, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 50.751400000000004, 'M_BLOCKING=31_best': 50.751400000000004, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 50.5589, 'M_BLOCKING=4_best': 50.5589, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 50.4443, 'M_BLOCKING=8_best': 50.4443, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 10, 'a_nonzero': 240, 'a_rows': 24, 'a_size': 240, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p2/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1338, 'xsmm_reference_best': 1.1338, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 48.1691, 'M_BLOCKING=16_best': 48.1691, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 44.356899999999996, 'M_BLOCKING=1_best': 44.356899999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 45.353699999999996, 'M_BLOCKING=2_best': 45.353699999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 48.2057, 'M_BLOCKING=31_best': 48.2057, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 46.702099999999994, 'M_BLOCKING=4_best': 46.702099999999994, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 46.4315, 'M_BLOCKING=8_best': 46.4315, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 240, 'a_rows': 10, 'a_size': 240, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p2/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5450999999999999, 'xsmm_reference_best': 0.5450999999999999, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 75.6403, 'M_BLOCKING=16_best': 75.6403, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 70.8711, 'M_BLOCKING=1_best': 70.8711, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 75.1854, 'M_BLOCKING=2_best': 75.1854, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 76.1008, 'M_BLOCKING=31_best': 76.1008, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 75.5451, 'M_BLOCKING=4_best': 75.5451, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 75.7096, 'M_BLOCKING=8_best': 75.7096, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 360, 'a_rows': 30, 'a_size': 720, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p2/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.5696999999999999, 'xsmm_reference_best': 1.5696999999999999, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 51.0993, 'M_BLOCKING=16_best': 51.0993, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 46.3842, 'M_BLOCKING=1_best': 46.3842, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 47.4775, 'M_BLOCKING=2_best': 47.4775, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 49.8092, 'M_BLOCKING=31_best': 49.8092, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 48.9313, 'M_BLOCKING=4_best': 48.9313, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 48.1886, 'M_BLOCKING=8_best': 48.1886, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 30, 'a_nonzero': 252, 'a_rows': 10, 'a_size': 300, 'a_unique': 23, 'alpha': 1.0, 'beta': 0.0, 'density': 0.84, 'mat_file': 'data/example_mats/tet/p2/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.6479, 'xsmm_reference_best': 0.6479, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 53.115700000000004, 'M_BLOCKING=16_best': 53.115700000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 52.5369, 'M_BLOCKING=1_best': 52.5369, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 52.6418, 'M_BLOCKING=2_best': 52.6418, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 53.311, 'M_BLOCKING=31_best': 53.311, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 52.9356, 'M_BLOCKING=4_best': 52.9356, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 53.102199999999996, 'M_BLOCKING=8_best': 53.102199999999996, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 10, 'a_nonzero': 252, 'a_rows': 30, 'a_size': 300, 'a_unique': 23, 'alpha': 1.0, 'beta': 0.0, 'density': 0.84, 'mat_file': 'data/example_mats/tet/p2/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.3606, 'xsmm_reference_best': 1.3606, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 168.1694, 'M_BLOCKING=16_best': 168.1694, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 154.8439, 'M_BLOCKING=1_best': 154.8439, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 156.039, 'M_BLOCKING=2_best': 156.039, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 168.3369, 'M_BLOCKING=31_best': 168.3369, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 164.7919, 'M_BLOCKING=4_best': 164.7919, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 168.66289999999998, 'M_BLOCKING=8_best': 168.66289999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 800, 'a_rows': 40, 'a_size': 800, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p3/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.8440999999999999, 'xsmm_reference_best': 1.8440999999999999, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 167.4643, 'M_BLOCKING=16_best': 167.4643, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 147.7368, 'M_BLOCKING=1_best': 147.7368, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 146.5, 'M_BLOCKING=2_best': 146.5, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 168.2149, 'M_BLOCKING=31_best': 168.2149, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 163.0935, 'M_BLOCKING=4_best': 163.0935, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 168.4134, 'M_BLOCKING=8_best': 168.4134, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 40, 'a_nonzero': 800, 'a_rows': 20, 'a_size': 800, 'a_unique': 80, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p3/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 5.2072, 'xsmm_reference_best': 5.2072, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 254.17579999999998, 'M_BLOCKING=16_best': 254.17579999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 235.11700000000002, 'M_BLOCKING=1_best': 235.11700000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 234.51799999999997, 'M_BLOCKING=2_best': 234.51799999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 252.4535, 'M_BLOCKING=31_best': 252.4535, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 250.42350000000002, 'M_BLOCKING=4_best': 250.42350000000002, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 252.12489999999997, 'M_BLOCKING=8_best': 252.12489999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 40, 'a_nonzero': 1200, 'a_rows': 60, 'a_size': 2400, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p3/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.9156, 'xsmm_reference_best': 3.9156, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 227.8457, 'M_BLOCKING=16_best': 227.8457, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 201.098, 'M_BLOCKING=1_best': 201.098, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 199.8766, 'M_BLOCKING=2_best': 199.8766, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 230.87330000000003, 'M_BLOCKING=31_best': 230.87330000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 220.225, 'M_BLOCKING=4_best': 220.225, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 228.8439, 'M_BLOCKING=8_best': 228.8439, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 60, 'a_nonzero': 1092, 'a_rows': 20, 'a_size': 1200, 'a_unique': 100, 'alpha': 1.0, 'beta': 0.0, 'density': 0.91, 'mat_file': 'data/example_mats/tet/p3/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 7.595000000000001, 'xsmm_reference_best': 7.595000000000001, 'xsmm_reference_cpu_freq': 2.999969, 'xsmm_reference_kernel_type': 'dense'}
